sku,inventory_level,historical_sales
ELEC03793,188,"18,17,24,22,23,21,19,21,23,17,17,30"
ELEC03794,45,"28,31,40,38,39,37,40,37,39,29,37,36"
ELEC03795,44,"10,13,17,19,21,16,18,16,12,9,16,24"
ELEC03796,77,"22,21,26,25,31,30,24,21,24,25,33,27"
ELEC03797,113,"25,30,30,32,33,33,25,29,31,33,26,33"
ELEC03798,157,"20,26,30,31,30,29,27,24,20,21,23,24"
ELEC03799,154,"21,26,26,32,30,34,27,26,29,28,28,30"
ELEC03800,172,"26,33,37,38,37,33,30,36,32,31,34,41"
ELEC03801,55,"17,25,27,28,24,28,23,28,21,25,23,27"
ELEC03802,155,"8,12,16,14,18,18,11,16,12,11,17,14"
ELEC03803,56,"10,14,19,19,19,17,22,12,16,12,10,19"
ELEC03804,22,"16,16,23,26,26,23,27,20,14,15,23,26"
ELEC03805,74,"29,33,37,36,38,36,36,35,31,33,39,40"
ELEC03806,56,"17,21,27,24,22,23,25,26,20,17,25,19"
ELEC03807,106,"41,42,44,50,48,45,41,42,43,47,45,49"
ELEC03808,66,"23,23,28,25,30,30,29,26,25,27,28,30"
ELEC03809,122,"18,27,27,32,30,32,26,21,19,28,24,28"
ELEC03810,23,"38,38,41,48,41,42,45,44,41,45,43,42"
ELEC03811,197,"28,29,36,34,39,36,35,36,33,27,37,38"
ELEC03812,191,"10,17,19,23,17,16,18,17,16,15,22,13"
ELEC03813,71,"36,40,47,47,50,48,47,44,46,42,45,53"
ELEC03814,158,"22,23,28,28,29,27,26,30,26,27,22,31"
ELEC03815,150,"17,20,27,28,30,28,23,18,19,21,29,26"
ELEC03816,200,"32,35,39,40,41,37,39,37,34,38,33,40"
ELEC03817,178,"7,10,13,20,18,15,14,16,16,11,11,22"
ELEC03818,178,"32,35,37,34,39,34,38,31,33,33,31,36"
ELEC03819,104,"30,35,38,38,37,35,34,30,28,28,28,43"
ELEC03820,194,"29,30,35,34,40,37,39,36,28,28,31,37"
ELEC03821,85,"16,23,23,27,30,24,23,21,24,18,25,19"
ELEC03822,44,"25,29,31,34,31,33,28,27,26,31,30,29"
ELEC03823,83,"24,26,29,28,30,30,28,28,24,28,24,28"
ELEC03824,133,"10,16,19,20,17,20,20,14,21,15,21,19"
ELEC03825,176,"10,12,14,20,15,17,13,12,13,20,13,15"
ELEC03826,192,"11,12,17,20,18,14,17,15,14,18,14,20"
ELEC03827,171,"12,19,17,23,22,17,16,15,22,19,14,28"
ELEC03828,133,"10,12,17,21,17,16,17,20,13,13,19,20"
ELEC03829,39,"19,27,30,29,27,24,27,26,23,23,27,32"
ELEC03830,55,"25,25,31,28,35,30,28,33,28,35,25,27"
ELEC03831,157,"13,15,13,18,21,18,18,17,13,12,12,25"
ELEC03832,118,"30,35,33,37,41,37,36,31,30,36,40,36"
ELEC03833,198,"9,15,18,22,20,22,21,18,16,18,14,23"
ELEC03834,137,"34,39,44,48,47,44,46,36,45,45,44,45"
ELEC03835,77,"25,28,27,34,35,34,34,29,31,32,30,33"
ELEC03836,85,"32,36,41,40,40,39,38,36,34,36,42,43"
ELEC03837,178,"33,36,36,38,36,34,35,32,34,35,40,43"
ELEC03838,179,"8,14,14,17,18,17,15,19,16,18,16,19"
ELEC03839,47,"12,14,17,18,20,18,17,18,16,20,16,24"
ELEC03840,158,"11,16,22,20,24,25,22,19,21,12,22,22"
ELEC03841,44,"17,23,23,24,25,24,24,25,24,19,29,30"
ELEC03842,113,"29,31,39,37,40,40,38,39,34,34,31,36"
ELEC03843,73,"24,25,31,31,32,28,27,24,29,22,26,33"
ELEC03844,87,"31,32,40,39,37,37,35,38,32,39,37,34"
ELEC03845,113,"26,27,30,36,33,35,33,31,28,29,34,30"
ELEC03846,156,"7,11,14,19,17,17,16,16,16,12,13,20"
ELEC03847,194,"39,39,43,49,43,48,43,45,41,42,43,48"
ELEC03848,64,"9,12,20,19,22,21,15,12,12,15,17,19"
ELEC03849,174,"25,29,34,33,32,30,32,28,35,29,32,34"
ELEC03850,50,"34,37,41,44,41,44,42,41,38,36,38,42"
ELEC03851,198,"38,38,44,46,45,46,45,42,47,36,45,46"
ELEC03852,189,"16,17,19,24,20,19,20,17,16,24,23,27"
ELEC03853,89,"31,35,36,39,41,40,37,39,31,34,36,40"
ELEC03854,160,"38,42,42,44,49,43,44,41,42,38,39,42"
ELEC03855,27,"14,17,20,26,22,21,20,23,21,22,25,22"
ELEC03856,198,"12,16,18,21,18,19,18,15,10,19,13,19"
ELEC03857,44,"37,40,40,43,42,44,43,40,37,37,42,43"
ELEC03858,22,"31,33,38,40,40,37,37,28,29,31,34,35"
ELEC03859,103,"11,13,18,18,25,18,17,15,13,14,13,23"
ELEC03860,48,"20,25,28,31,29,31,26,28,26,24,26,22"
ELEC03861,116,"37,39,42,42,42,40,44,45,37,43,37,41"
ELEC03862,98,"21,22,23,28,33,28,24,25,18,27,29,23"
ELEC03863,164,"32,39,38,41,38,38,42,39,33,42,41,47"
ELEC03864,90,"34,37,42,43,41,45,45,35,38,36,37,46"
ELEC03865,147,"32,33,39,38,42,37,42,34,34,34,34,40"
ELEC03866,142,"41,46,44,45,49,50,48,41,43,39,44,48"
ELEC03867,170,"15,16,20,21,20,23,20,19,17,21,18,20"
ELEC03868,35,"24,26,31,29,30,34,33,30,27,22,22,36"
ELEC03869,169,"26,32,29,35,36,33,32,29,32,35,37,33"
ELEC03870,66,"33,37,39,40,41,42,40,37,41,32,36,43"
ELEC03871,59,"30,30,33,38,35,37,30,29,32,32,32,38"
ELEC03872,98,"40,42,48,48,51,44,44,47,41,44,44,49"
ELEC03873,136,"26,30,31,31,33,27,29,30,27,25,23,31"
ELEC03874,44,"19,23,26,26,29,30,27,28,26,24,32,35"
ELEC03875,50,"26,25,33,30,35,32,24,31,26,25,31,32"
ELEC03876,150,"11,12,18,20,19,16,16,16,19,15,16,19"
ELEC03877,64,"25,31,30,32,36,33,33,36,32,25,30,33"
ELEC03878,89,"19,18,24,24,24,25,23,20,23,18,19,26"
ELEC03879,174,"35,36,43,44,43,39,39,39,34,42,38,45"
ELEC03880,156,"29,28,31,37,38,31,31,33,24,26,30,31"
ELEC03881,115,"40,42,45,47,48,47,40,45,40,41,38,50"
ELEC03882,71,"23,23,28,32,34,27,31,29,26,26,25,25"
ELEC03883,123,"18,22,25,28,23,24,26,22,20,23,22,25"
ELEC03884,101,"8,11,18,16,21,17,17,15,16,17,15,19"
ELEC03885,164,"16,25,26,28,25,25,26,24,26,19,21,26"
ELEC03886,84,"41,42,42,45,45,45,42,44,40,40,43,47"
ELEC03887,147,"21,20,24,29,28,31,26,26,21,22,25,29"
ELEC03888,143,"26,31,28,31,31,33,36,30,34,23,28,37"
ELEC03889,132,"17,23,23,29,26,23,20,19,23,20,21,26"
ELEC03890,112,"28,30,32,35,34,34,36,35,33,30,32,43"
ELEC03891,119,"31,34,38,40,39,43,38,40,35,38,42,35"
ELEC03892,200,"30,32,36,33,33,34,31,33,31,36,38,41"
ELEC03893,28,"37,44,48,44,45,45,48,44,43,46,48,47"
ELEC03894,139,"15,19,18,22,24,21,20,18,18,19,15,27"
ELEC03895,105,"37,44,44,45,49,48,43,40,41,47,47,44"
ELEC03896,145,"13,16,23,24,22,20,20,14,21,16,25,23"
ELEC03897,94,"33,38,37,41,43,46,42,34,41,32,45,40"
ELEC03898,115,"26,27,31,35,32,30,29,33,23,22,24,30"
ELEC03899,97,"20,25,28,29,30,28,30,25,26,24,27,29"
ELEC03900,159,"20,23,31,32,27,30,24,28,31,24,33,32"
ELEC03901,70,"21,23,28,31,33,26,27,23,26,22,22,38"
ELEC03902,168,"21,30,30,32,30,32,34,29,26,28,26,29"
ELEC03903,79,"23,26,25,26,30,26,26,20,24,26,28,28"
ELEC03904,151,"33,38,40,41,44,42,36,39,37,36,40,41"
ELEC03905,166,"18,18,25,23,22,29,22,22,17,22,20,31"
ELEC03906,177,"39,40,43,49,47,41,43,39,39,44,44,45"
ELEC03907,192,"18,23,28,26,26,27,21,27,19,17,22,29"
ELEC03908,66,"28,32,32,38,36,36,32,28,31,29,33,41"
ELEC03909,108,"24,31,34,31,37,32,36,27,33,28,30,38"
ELEC03910,74,"32,36,36,38,35,38,36,39,36,39,42,44"
ELEC03911,72,"16,23,25,24,23,22,26,19,27,19,28,22"
ELEC03912,182,"7,12,17,19,19,13,16,14,14,11,16,23"
ELEC03913,108,"24,23,27,30,33,25,24,29,26,25,27,35"
ELEC03914,119,"30,36,35,41,35,35,38,38,40,38,44,42"
ELEC03915,91,"27,33,38,36,39,35,38,37,28,36,32,37"
ELEC03916,43,"34,37,38,37,42,36,42,39,32,32,38,45"
ELEC03917,94,"32,35,39,42,37,41,43,37,37,37,37,43"
ELEC03918,143,"32,36,39,44,43,39,36,41,44,34,47,39"
ELEC03919,162,"28,33,34,35,34,34,30,33,29,30,30,35"
ELEC03920,45,"15,19,24,27,23,22,19,27,21,22,28,24"
ELEC03921,177,"19,22,28,30,25,27,26,25,23,24,30,24"
ELEC03922,74,"23,29,33,33,37,31,33,26,26,28,33,35"
ELEC03923,107,"23,23,25,31,29,27,31,23,24,23,24,24"
ELEC03924,184,"26,29,35,37,38,35,34,32,33,31,34,43"
ELEC03925,54,"28,29,33,33,35,29,34,36,30,34,27,39"
ELEC03926,84,"19,18,26,27,23,24,26,19,23,26,28,21"
ELEC03927,47,"20,23,26,30,27,30,25,29,23,27,24,32"
ELEC03928,196,"23,26,33,35,33,31,30,29,31,25,30,31"
ELEC03929,127,"27,26,29,34,30,36,30,26,30,24,36,29"
ELEC03930,77,"12,12,13,18,16,16,16,11,13,11,17,20"
ELEC03931,173,"37,42,43,45,45,49,40,39,41,37,36,49"
ELEC03932,78,"19,19,24,24,25,22,22,19,22,20,21,26"
ELEC03933,175,"21,25,25,30,27,26,29,28,22,24,28,31"
ELEC03934,80,"36,41,43,43,41,42,40,44,41,41,41,41"
ELEC03935,136,"15,21,21,27,25,22,23,17,19,20,20,21"
ELEC03936,178,"24,28,29,29,26,25,29,25,22,29,24,31"
ELEC03937,135,"32,38,40,38,43,38,37,35,37,39,38,47"
ELEC03938,125,"11,17,22,21,19,20,19,22,15,15,22,22"
ELEC03939,135,"25,27,32,34,31,32,32,27,32,34,28,32"
ELEC03940,22,"20,23,25,28,29,30,29,25,21,23,22,21"
ELEC03941,190,"29,33,36,35,37,36,38,27,29,34,27,33"
ELEC03942,185,"35,42,43,42,46,44,45,37,42,46,39,49"
ELEC03943,162,"33,35,36,39,39,40,38,40,40,37,43,45"
ELEC03944,151,"21,24,25,25,26,28,23,26,21,20,30,31"
ELEC03945,171,"25,28,30,33,30,32,32,30,26,23,25,30"
ELEC03946,187,"10,15,17,19,19,23,21,13,16,17,13,20"
ELEC03947,168,"20,24,28,32,29,30,30,24,29,33,28,29"
ELEC03948,80,"40,46,46,48,47,47,43,46,46,42,47,43"
ELEC03949,97,"36,41,45,43,44,42,42,42,36,40,45,45"
ELEC03950,165,"19,25,27,23,30,30,23,20,20,25,31,26"
ELEC03951,84,"31,34,39,40,42,38,38,32,35,37,31,39"
ELEC03952,73,"9,15,18,21,23,18,18,13,17,14,14,18"
ELEC03953,166,"28,30,33,32,31,34,30,25,35,24,38,29"
ELEC03954,90,"21,23,28,29,29,31,26,24,25,25,24,33"
ELEC03955,71,"29,35,37,37,41,38,33,37,29,33,39,47"
ELEC03956,42,"20,24,29,33,32,30,28,26,29,25,24,28"
ELEC03957,84,"29,31,36,33,38,36,33,29,27,36,29,44"
ELEC03958,174,"30,36,35,36,36,33,39,36,33,37,31,31"
ELEC03959,125,"29,32,38,41,36,36,36,33,34,35,40,38"
ELEC03960,161,"24,29,30,35,34,34,30,26,33,28,37,36"
ELEC03961,23,"20,23,26,25,29,27,26,24,18,16,23,30"
ELEC03962,71,"36,40,43,39,41,39,42,34,34,43,37,50"
ELEC03963,94,"11,20,21,20,24,19,19,15,18,23,15,24"
ELEC03964,50,"16,15,18,21,23,20,23,15,20,19,15,19"
ELEC03965,161,"19,17,20,26,25,25,20,20,22,16,20,18"
ELEC03966,83,"22,25,27,29,31,33,25,25,29,26,27,34"
ELEC03967,191,"19,25,23,30,26,27,25,19,24,27,24,30"
ELEC03968,153,"28,30,30,35,33,32,34,28,28,30,39,30"
ELEC03969,146,"10,16,19,20,23,17,16,13,21,21,21,27"
ELEC03970,63,"20,20,28,26,27,25,28,19,19,21,25,27"
ELEC03971,30,"28,37,34,37,38,38,37,32,36,39,33,37"
ELEC03972,38,"38,43,47,46,49,52,44,48,46,40,40,53"
ELEC03973,35,"36,41,47,48,43,46,43,42,40,43,41,43"
ELEC03974,133,"8,12,19,21,19,17,16,15,11,15,22,20"
ELEC03975,167,"20,27,27,30,30,28,33,30,30,30,23,31"
ELEC03976,194,"21,25,32,33,34,32,28,31,29,23,33,30"
ELEC03977,60,"34,33,36,39,35,41,37,41,34,38,37,40"
ELEC03978,26,"23,25,25,26,26,30,27,22,24,25,22,26"
ELEC03979,67,"36,40,44,46,40,46,43,35,44,39,44,45"
ELEC03980,39,"24,22,28,32,31,29,27,23,24,24,26,32"
ELEC03981,136,"23,31,32,36,35,36,31,27,29,28,28,28"
ELEC03982,47,"26,31,35,34,32,35,37,33,33,26,37,42"
ELEC03983,181,"18,19,24,26,26,25,25,22,20,18,25,23"
ELEC03984,59,"39,42,42,50,50,41,47,42,39,41,48,49"
ELEC03985,145,"22,26,30,30,27,31,31,28,19,22,22,26"
ELEC03986,130,"21,22,29,29,31,30,26,26,26,26,27,27"
ELEC03987,37,"12,12,16,18,19,18,14,17,14,20,18,18"
ELEC03988,36,"32,32,36,41,37,37,37,36,37,32,37,40"
ELEC03989,31,"33,39,42,41,44,46,42,39,37,41,40,48"
ELEC03990,74,"21,23,29,28,28,33,26,31,24,23,31,28"
ELEC03991,89,"15,17,19,27,23,27,23,17,20,22,22,20"
ELEC03992,142,"38,43,42,46,48,44,43,43,39,38,38,46"
ELEC03993,94,"35,36,40,45,41,41,39,39,34,33,47,41"
ELEC03994,46,"21,29,26,32,29,28,32,27,23,26,26,33"
ELEC03995,50,"21,23,25,28,30,30,27,25,19,21,24,25"
ELEC03996,105,"22,29,29,33,30,28,31,28,30,23,29,27"
ELEC03997,33,"25,29,34,32,36,35,35,32,34,34,28,37"
ELEC03998,62,"19,26,29,30,29,31,28,21,26,28,29,27"
ELEC03999,124,"15,20,22,20,21,19,15,18,23,18,18,22"
ELEC04000,164,"30,34,36,37,36,38,37,30,27,37,30,29"
ELEC04001,165,"35,39,42,42,39,36,35,35,32,38,35,42"
ELEC04002,140,"24,28,30,33,34,31,34,29,26,27,28,37"
ELEC04003,36,"23,29,32,32,35,30,30,27,27,30,25,32"
ELEC04004,146,"21,25,29,30,28,29,29,23,24,28,31,26"
ELEC04005,112,"16,22,22,26,23,27,24,18,19,25,21,30"
ELEC04006,23,"32,40,41,44,44,40,44,40,39,32,46,45"
ELEC04007,196,"31,32,35,38,37,40,34,36,35,35,31,36"
ELEC04008,128,"36,39,41,44,43,44,38,44,37,37,44,47"
ELEC04009,182,"15,19,25,24,25,29,22,25,21,22,17,21"
ELEC04010,115,"23,23,30,33,27,31,26,25,27,30,29,36"
ELEC04011,153,"29,37,41,42,42,39,40,39,35,31,42,40"
ELEC04012,53,"31,33,32,39,37,35,34,34,30,31,35,35"
ELEC04013,101,"21,27,28,28,29,25,28,26,27,21,28,26"
ELEC04014,171,"24,31,31,33,34,29,30,34,29,33,25,40"
ELEC04015,37,"23,30,32,34,31,32,31,32,29,31,32,33"
ELEC04016,42,"26,33,36,35,36,37,30,38,27,39,33,35"
ELEC04017,102,"19,19,22,25,22,21,25,19,21,16,18,27"
ELEC04018,136,"37,40,43,47,47,46,48,43,38,47,43,47"
ELEC04019,200,"15,19,20,23,22,27,24,19,17,17,19,18"
ELEC04020,76,"25,27,35,37,32,30,29,30,32,32,36,38"
ELEC04021,21,"16,20,20,24,19,23,25,19,21,20,20,21"
ELEC04022,78,"11,19,22,18,20,19,20,19,19,23,14,23"
ELEC04023,99,"26,33,33,40,40,37,34,34,31,29,37,38"
ELEC04024,127,"31,32,34,39,36,35,35,34,32,33,30,38"
ELEC04025,79,"40,41,42,46,48,46,42,41,46,41,41,44"
ELEC04026,103,"11,15,14,17,16,19,12,16,21,9,14,15"
ELEC04027,124,"32,39,41,42,45,42,37,39,36,38,45,43"
ELEC04028,145,"33,39,41,42,41,44,41,37,41,33,43,42"
ELEC04029,40,"37,37,44,46,41,43,42,41,39,41,47,45"
ELEC04030,20,"29,30,31,35,32,36,30,33,30,33,32,34"
ELEC04031,37,"23,28,26,28,31,29,33,25,24,33,27,28"
ELEC04032,187,"16,16,21,23,20,18,21,19,12,11,17,24"
ELEC04033,67,"31,34,40,41,40,42,32,33,34,36,37,39"
ELEC04034,106,"41,40,43,47,46,50,44,41,40,38,41,48"
ELEC04035,188,"30,38,43,42,40,36,39,41,37,35,41,42"
ELEC04036,37,"38,41,45,47,46,46,46,43,46,42,47,42"
ELEC04037,169,"21,22,25,25,31,25,25,23,20,20,20,28"
ELEC04038,91,"17,21,19,25,27,26,28,25,22,15,23,22"
ELEC04039,40,"35,39,42,42,42,43,42,37,43,39,45,44"
ELEC04040,73,"27,31,35,35,39,33,34,33,34,33,37,32"
ELEC04041,168,"15,18,17,19,17,22,16,15,14,13,17,26"
ELEC04042,22,"28,31,37,40,41,39,33,33,29,31,35,39"
ELEC04043,143,"35,41,40,45,42,46,41,41,43,40,46,45"
ELEC04044,30,"18,24,24,31,29,28,23,24,23,26,21,28"
ELEC04045,177,"29,32,36,39,40,36,35,38,30,35,39,42"
ELEC04046,39,"28,30,36,40,36,40,34,34,30,30,31,38"
ELEC04047,186,"19,23,26,22,28,28,23,19,19,22,25,26"
ELEC04048,41,"9,13,13,16,17,20,15,16,14,14,13,20"
ELEC04049,83,"37,41,41,45,43,44,42,36,38,37,37,47"
ELEC04050,76,"36,41,46,47,50,47,46,42,38,45,41,47"
ELEC04051,69,"18,26,28,25,27,23,25,30,29,21,22,26"
ELEC04052,79,"11,13,12,14,20,18,16,13,14,15,20,18"
ELEC04053,122,"14,17,20,22,23,18,20,17,16,25,23,19"
ELEC04054,137,"33,36,45,42,46,43,40,38,39,41,38,39"
ELEC04055,169,"13,16,14,21,17,15,11,17,16,16,15,24"
ELEC04056,75,"38,42,48,49,46,49,44,41,39,41,41,44"
ELEC04057,160,"26,28,32,32,33,35,27,25,27,27,31,40"
ELEC04058,153,"24,31,34,35,33,37,33,27,29,31,37,35"
ELEC04059,54,"16,18,22,19,21,24,21,16,14,15,18,25"
ELEC04060,199,"29,35,35,39,37,40,35,35,30,34,36,32"
ELEC04061,159,"16,20,26,21,28,22,27,16,19,21,15,18"
ELEC04062,194,"22,26,27,35,37,32,30,24,28,26,27,30"
ELEC04063,124,"41,42,45,44,46,46,45,46,42,46,43,49"
ELEC04064,178,"10,16,20,18,22,21,21,19,11,20,21,19"
ELEC04065,44,"32,36,33,35,38,42,35,33,36,30,37,38"
ELEC04066,175,"21,24,30,31,25,31,26,24,25,23,25,30"
ELEC04067,179,"22,24,24,29,27,29,22,24,25,28,19,29"
ELEC04068,156,"34,34,40,38,43,41,35,35,35,41,37,34"
ELEC04069,71,"33,37,37,40,42,40,36,35,32,33,33,38"
ELEC04070,157,"24,31,34,36,32,32,30,35,31,28,36,30"
ELEC04071,154,"9,14,19,17,20,18,17,17,15,10,20,17"
ELEC04072,32,"33,32,39,38,43,38,37,37,32,38,42,46"
ELEC04073,27,"15,20,22,20,23,24,23,25,24,18,20,28"
ELEC04074,97,"17,20,25,24,24,22,27,19,23,26,18,22"
ELEC04075,52,"19,20,26,27,28,29,27,20,20,22,22,30"
ELEC04076,159,"16,24,24,26,28,28,24,23,24,19,26,30"
ELEC04077,47,"17,19,24,24,22,25,26,26,22,21,24,29"
ELEC04078,138,"30,33,36,41,41,38,36,35,34,30,32,40"
ELEC04079,194,"16,22,20,26,27,26,23,22,22,23,21,29"
ELEC04080,103,"14,16,20,24,26,19,24,21,19,14,19,28"
ELEC04081,123,"13,15,21,18,20,21,17,20,15,10,15,22"
ELEC04082,50,"29,31,34,35,40,36,37,35,34,31,36,28"
ELEC04083,35,"32,34,40,41,38,36,34,35,33,37,41,43"
ELEC04084,147,"37,40,40,41,39,41,40,40,43,38,45,38"
ELEC04085,29,"41,40,43,48,50,44,44,43,44,38,46,45"
ELEC04086,113,"38,42,44,44,43,44,48,41,42,42,47,51"
ELEC04087,181,"16,18,22,23,25,27,22,23,18,16,29,26"
ELEC04088,167,"17,24,23,26,22,28,21,24,27,27,26,25"
ELEC04089,190,"33,36,42,41,42,42,40,39,36,37,41,39"
ELEC04090,187,"22,25,24,31,30,29,28,25,25,27,26,31"
ELEC04091,113,"27,31,32,35,33,33,33,31,28,28,35,32"
ELEC04092,151,"27,32,31,33,39,32,32,30,29,28,34,31"
ELEC04093,118,"17,21,29,26,31,27,25,23,25,28,22,27"
ELEC04094,72,"11,15,18,19,21,22,19,16,17,12,16,16"
ELEC04095,111,"39,39,43,47,41,41,44,37,40,40,48,52"
ELEC04096,62,"30,31,34,33,34,35,32,32,32,27,28,31"
ELEC04097,178,"21,24,31,32,36,35,30,28,29,23,31,35"
ELEC04098,22,"39,40,49,48,46,44,44,41,40,41,45,53"
ELEC04099,54,"20,24,28,25,29,30,24,23,26,25,27,22"
ELEC04100,38,"36,39,43,43,47,44,41,41,42,43,43,50"
ELEC04101,56,"33,39,42,45,43,41,39,40,33,34,45,40"
ELEC04102,152,"36,36,42,45,42,42,37,44,42,35,41,41"
ELEC04103,182,"34,36,35,40,40,36,42,35,33,35,34,45"
ELEC04104,59,"29,31,36,34,37,37,38,36,29,30,40,42"
ELEC04105,55,"34,39,41,41,43,37,40,41,31,41,41,41"
ELEC04106,69,"40,44,46,46,48,47,48,47,45,45,44,44"
ELEC04107,177,"17,22,25,23,26,27,24,28,20,25,24,24"
ELEC04108,114,"29,33,37,40,37,39,39,32,35,31,36,38"
ELEC04109,199,"19,24,27,27,29,26,26,24,20,17,29,24"
ELEC04110,75,"12,16,22,19,22,21,19,19,18,18,17,28"
ELEC04111,44,"18,23,22,29,25,23,20,20,22,23,26,24"
ELEC04112,146,"25,29,30,32,34,32,31,29,26,30,30,29"
ELEC04113,50,"38,41,44,43,44,42,43,40,37,37,49,47"
ELEC04114,45,"24,24,33,33,33,32,28,29,30,33,26,38"
ELEC04115,153,"20,28,28,28,31,29,27,24,29,28,30,29"
ELEC04116,196,"34,36,39,40,46,43,38,39,38,39,44,37"
ELEC04117,108,"13,19,21,20,22,23,22,19,17,23,28,31"
ELEC04118,114,"15,19,27,24,23,29,28,27,21,26,18,28"
ELEC04119,147,"19,21,23,25,24,22,23,24,23,22,21,30"
ELEC04120,125,"29,32,30,34,34,34,34,38,29,33,35,37"
ELEC04121,80,"14,14,17,20,21,17,20,15,14,15,20,27"
ELEC04122,139,"19,22,23,24,28,30,27,20,23,22,28,32"
ELEC04123,135,"10,14,21,20,19,21,19,18,20,17,19,23"
ELEC04124,111,"27,31,32,38,40,36,35,30,29,34,34,35"
ELEC04125,47,"11,15,16,19,18,20,20,13,14,11,19,23"
ELEC04126,105,"30,31,36,36,39,36,30,32,30,35,32,38"
ELEC04127,112,"25,25,26,27,31,35,26,22,27,31,27,32"
ELEC04128,151,"29,34,31,36,35,36,35,36,29,35,32,35"
ELEC04129,188,"38,43,46,45,48,46,47,44,45,46,46,49"
ELEC04130,129,"36,39,45,46,43,41,39,36,38,42,45,39"
ELEC04131,168,"16,19,22,26,27,21,18,20,20,19,21,21"
ELEC04132,108,"28,27,31,35,34,31,35,31,32,29,34,39"
ELEC04133,100,"9,15,15,19,17,19,19,14,17,19,17,22"
ELEC04134,34,"31,39,43,42,44,37,41,35,35,36,36,49"
ELEC04135,194,"34,36,37,42,39,40,40,34,39,35,36,39"
ELEC04136,111,"19,27,27,27,28,27,24,24,22,22,22,30"
ELEC04137,34,"32,34,36,41,38,42,37,37,41,40,39,39"
ELEC04138,45,"24,30,33,30,32,36,29,28,25,29,26,31"
ELEC04139,88,"32,32,39,39,39,41,40,37,30,36,34,42"
ELEC04140,59,"39,44,49,47,44,52,44,45,42,39,46,43"
ELEC04141,51,"17,21,23,24,25,25,24,22,27,18,23,21"
ELEC04142,49,"17,22,29,29,27,27,25,27,18,27,25,26"
ELEC04143,103,"23,23,27,31,30,30,25,27,19,24,25,28"
ELEC04144,51,"13,16,19,20,18,19,18,14,15,18,17,18"
ELEC04145,186,"33,39,39,41,43,43,38,37,36,35,36,44"
ELEC04146,139,"34,36,38,41,44,43,35,37,39,40,45,36"
ELEC04147,127,"12,18,22,24,24,25,24,20,17,20,18,26"
ELEC04148,128,"39,44,45,45,43,45,46,39,43,41,40,43"
ELEC04149,44,"36,39,39,42,46,46,37,35,37,42,39,44"
ELEC04150,55,"30,31,35,41,42,40,42,34,31,30,29,40"
ELEC04151,36,"7,15,19,15,18,19,17,14,18,20,14,21"
ELEC04152,151,"26,32,32,38,38,37,34,30,28,32,28,38"
ELEC04153,31,"20,24,27,31,26,26,26,24,21,23,27,24"
ELEC04154,135,"39,39,45,46,42,40,43,37,35,38,40,53"
ELEC04155,133,"31,38,37,41,46,42,39,37,37,35,35,42"
ELEC04156,193,"23,24,26,34,32,26,27,26,23,24,26,27"
ELEC04157,184,"39,43,48,46,44,47,45,44,42,48,46,54"
ELEC04158,74,"34,32,36,39,43,37,39,38,36,30,38,40"
ELEC04159,49,"28,31,31,36,32,33,30,29,30,32,35,37"
ELEC04160,167,"23,28,34,31,33,30,26,31,26,33,32,37"
ELEC04161,44,"8,16,14,17,18,14,16,18,8,19,17,18"
ELEC04162,137,"31,31,33,35,37,37,34,32,30,29,36,41"
ELEC04163,74,"12,17,17,21,20,17,19,18,12,17,18,18"
ELEC04164,89,"35,40,40,46,47,43,42,38,41,40,47,38"
ELEC04165,122,"36,39,41,47,47,41,41,41,40,43,46,43"
ELEC04166,131,"18,21,28,28,28,31,26,23,23,20,25,27"
ELEC04167,186,"21,25,27,31,30,27,26,29,28,27,24,32"
ELEC04168,39,"16,19,22,26,25,25,20,19,16,19,19,25"
ELEC04169,187,"9,13,14,22,16,18,16,19,14,11,16,19"
ELEC04170,129,"20,21,26,28,27,25,22,26,21,30,27,27"
ELEC04171,127,"36,34,40,44,44,41,40,38,38,35,35,35"
ELEC04172,104,"20,20,27,25,26,30,28,20,27,20,19,28"
ELEC04173,186,"31,34,36,38,41,41,34,38,36,35,35,44"
ELEC04174,74,"23,25,30,30,28,33,27,27,24,29,30,33"
ELEC04175,171,"32,34,39,37,35,42,35,36,36,35,31,42"
ELEC04176,107,"37,40,42,42,38,42,38,36,35,40,33,44"
ELEC04177,97,"35,35,41,40,42,42,40,39,39,39,41,45"
ELEC04178,85,"22,28,33,35,33,31,33,27,30,33,29,33"
ELEC04179,87,"13,17,25,21,26,22,19,17,19,21,19,30"
ELEC04180,116,"21,21,27,28,24,26,27,19,28,18,29,27"
ELEC04181,120,"24,27,29,34,33,33,28,28,26,30,34,33"
ELEC04182,58,"9,16,15,16,20,21,14,14,17,16,21,16"
ELEC04183,31,"12,17,22,22,20,22,22,13,18,17,24,29"
ELEC04184,153,"22,26,30,30,27,26,25,26,32,24,25,27"
ELEC04185,42,"18,21,22,24,26,23,21,16,19,19,27,29"
ELEC04186,99,"13,16,20,23,25,20,15,18,16,19,12,21"
ELEC04187,120,"15,20,19,23,21,28,21,20,15,21,24,18"
ELEC04188,147,"29,34,37,36,41,34,36,36,38,31,38,42"
ELEC04189,143,"37,44,43,47,46,45,44,40,46,48,50,48"
ELEC04190,175,"17,22,24,23,29,23,20,22,17,19,24,31"
ELEC04191,129,"33,35,41,43,44,41,44,38,41,35,33,48"
